order_no,sku,product_name,product_category,source,region_code,qty,gross_amount,cost_amount,sale_date
CS-00479,SKU-ELE-8117,无线耳机,electronics,e_commerce,,2,69.7,58.22,2025-05-03T08:00:00Z
CS-00480,SKU-APP-2304,牛仔裤,apparel,e_commerce,south,5,159.05,123.32,2025-08-05T08:00:00Z
CS-00481,SKU-HOM-6653,地毯,home,retail_store,north,2,42.14,33.57,2025-07-21T09:00:00Z
CS-00482,SKU-HOM-7717,挂钟,home,retail_store,west,1,45.7,32.99,2025-03-03T21:00:00Z
CS-00483,SKU-HOM-7494,挂钟,home,e_commerce,south,1,89.5,59.69,2025-07-02T15:00:00Z
CS-00484,SKU-HOM-2531,台灯,home,catalog,north,4,469.6,335.16,2025-09-27T14:00:00Z
CS-00485,SKU-HOM-3466,保温杯,home,e_commerce,east,2,50.4,40.22,2025-01-14T19:00:00Z
CS-00486,SKU-APP-3106,纯棉T恤,apparel,e_commerce,north,5,54.8,37.83,2025-11-11T13:00:00Z
CS-00487,SKU-APP-7346,牛仔裤,apparel,catalog,east,4,49.2,30.78,2025-11-22T11:00:00Z
CS-00488,SKU-ELE-1889,蓝牙音箱,electronics,e_commerce,west,1,114.39,,2025-02-15T10:00:00Z
CS-00489,SKU-APP-7212,卫衣,apparel,retail_store,north,1,60.59,46.26,2025-09-28T16:00:00Z
CS-00490,SKU-APP-2930,针织毛衣,apparel,retail_store,north,1,111.75,74.22,2025-05-26T20:00:00Z
CS-00491,SKU-APP-6174,针织毛衣,apparel,retail_store,north,5,177.8,111.66,2025-02-20T20:00:00Z
CS-00492,SKU-ELE-4059,蓝牙音箱,electronics,catalog,south,5,532.15,383.99,2025-09-13T14:00:00Z
CS-00493,SKU-HOM-6445,地毯,home,e_commerce,east,6,214.68,141.0,2025-03-14T14:00:00Z
CS-00494,SKU-ELE-8959,智能手表,electronics,e_commerce,east,1,17.38,11.69,2025-06-16T11:00:00Z
CS-00495,SKU-ELE-3359,蓝牙音箱,electronics,e_commerce,south,3,239.22,178.15,2025-07-21T18:00:00Z
CS-00496,SKU-ELE-8104,USB 充电器,electronics,retail_store,east,2,207.3,150.51,2025-08-09T21:00:00Z
CS-00497,SKU-HOM-2778,地毯,home,retail_store,west,2,190.26,118.17,2025-04-24T18:00:00Z
CS-00498,SKU-HOM-8644,挂钟,home,catalog,north,1,39.57,26.9,2025-01-01T17:00:00Z
CS-00499,SKU-APP-8138,牛仔裤,apparel,retail_store,east,4,389.56,325.23,2025-02-11T14:00:00Z
CS-00500,SKU-ELE-2341,智能手表,electronics,e_commerce,north,3,299.31,234.7,2025-10-02T18:00:00Z
CS-00501,SKU-ELE-1376,无线耳机,electronics,e_commerce,west,2,127.18,95.61,2025-06-22T14:00:00Z
CS-00502,SKU-APP-4010,牛仔裤,apparel,e_commerce,south,1,45.38,32.15,2025-04-14T20:00:00Z
CS-00503,SKU-APP-5759,纯棉T恤,apparel,e_commerce,south,1,94.58,70.24,2025-08-20T21:00:00Z
CS-00504,SKU-APP-9593,牛仔裤,apparel,e_commerce,south,1,117.43,83.32,2025-05-14T09:00:00Z
CS-00505,SKU-APP-5748,针织毛衣,apparel,e_commerce,west,5,132.65,101.49,2025-04-03T18:00:00Z
CS-00506,SKU-APP-2980,纯棉T恤,apparel,retail_store,east,1,29.6,19.13,2025-07-27T12:00:00Z
CS-00507,SKU-ELE-2398,无线耳机,electronics,catalog,north,3,242.07,166.22,2025-10-18T20:00:00Z
CS-00508,SKU-ELE-6174,智能手表,electronics,catalog,south,1,26.62,21.63,2025-06-19T12:00:00Z
CS-00509,SKU-ELE-7612,蓝牙音箱,electronics,e_commerce,south,1,59.53,,2025-09-18T16:00:00Z
CS-00510,SKU-APP-4483,卫衣,apparel,e_commerce,east,2,60.4,50.48,2025-06-08T13:00:00Z
CS-00511,SKU-ELE-5217,蓝牙音箱,electronics,e_commerce,west,5,186.3,132.83,2025-03-29T16:00:00Z
CS-00512,SKU-HOM-6576,台灯,home,retail_store,south,2,92.52,59.71,2025-02-13T14:00:00Z
CS-00513,SKU-ELE-2121,无线耳机,electronics,e_commerce,south,4,96.6,,2025-02-18T09:00:00Z
CS-00514,SKU-HOM-5713,收纳盒,home,e_commerce,east,3,167.79,114.41,2025-03-02T21:00:00Z
CS-00515,SKU-APP-9413,纯棉T恤,apparel,catalog,north,2,189.42,148.57,2025-06-22T08:00:00Z
CS-00516,SKU-APP-1243,卫衣,apparel,e_commerce,south,6,275.46,221.43,2025-12-08T08:00:00Z
CS-00517,SKU-ELE-2142,USB 充电器,electronics,e_commerce,north,2,53.78,33.16,2025-12-29T19:00:00Z
CS-00518,SKU-ELE-8020,机械键盘,electronics,retail_store,north,1,84.59,66.28,2025-11-23T08:00:00Z
CS-00519,SKU-ELE-3090,无线耳机,electronics,retail_store,north,1,9.31,6.05,2025-06-08T08:00:00Z
CS-00520,SKU-APP-2983,针织毛衣,apparel,e_commerce,south,5,356.3,251.27,2025-02-14T19:00:00Z
CS-00521,SKU-ELE-8322,智能手表,electronics,catalog,east,6,177.48,140.39,2025-08-06T21:00:00Z
CS-00522,SKU-APP-5416,运动外套,apparel,e_commerce,west,4,167.24,128.11,2025-04-06T17:00:00Z
CS-00523,SKU-APP-4706,纯棉T恤,apparel,retail_store,south,1,91.58,66.47,2025-01-18T21:00:00Z
CS-00524,SKU-ELE-1196,智能手表,electronics,catalog,south,1,14.72,9.98,2025-06-21T21:00:00Z
CS-00525,SKU-APP-2226,卫衣,apparel,retail_store,north,2,131.74,89.56,2025-09-19T15:00:00Z
CS-00526,SKU-ELE-1964,蓝牙音箱,electronics,retail_store,west,2,207.68,172.01,2025-02-20T12:00:00Z
CS-00527,SKU-APP-2020,纯棉T恤,apparel,retail_store,west,1,11.15,6.98,2025-01-27T15:00:00Z
CS-00528,SKU-HOM-7466,收纳盒,home,retail_store,north,6,438.18,306.33,2025-06-29T19:00:00Z
CS-00529,SKU-ELE-4107,智能手表,electronics,retail_store,south,3,94.14,74.95,2025-07-26T18:00:00Z
CS-00530,SKU-APP-1941,针织毛衣,apparel,retail_store,east,6,569.22,362.32,2025-01-19T13:00:00Z
CS-00531,SKU-APP-1949,针织毛衣,apparel,e_commerce,south,2,171.86,142.69,2025-09-04T14:00:00Z
CS-00532,SKU-APP-4626,针织毛衣,apparel,e_commerce,east,1,95.23,79.93,2025-02-21T21:00:00Z
CS-00533,SKU-ELE-8991,机械键盘,electronics,e_commerce,east,5,399.55,272.4,2025-05-12T11:00:00Z
CS-00534,SKU-HOM-8101,收纳盒,home,e_commerce,north,1,8.3,5.08,2025-01-20T17:00:00Z
CS-00535,SKU-APP-4579,卫衣,apparel,retail_store,north,2,70.5,48.2,2025-04-12T13:00:00Z
CS-00536,SKU-ELE-2901,蓝牙音箱,electronics,retail_store,south,4,222.6,158.46,2025-05-25T14:00:00Z
CS-00537,SKU-HOM-4374,收纳盒,home,e_commerce,south,1,29.8,25.01,2025-10-20T09:00:00Z
CS-00538,SKU-ELE-5817,无线耳机,electronics,e_commerce,west,4,352.96,299.12,2025-01-26T11:00:00Z
CS-00539,SKU-ELE-6610,智能手表,electronics,e_commerce,east,1,43.78,,2025-09-26T13:00:00Z
CS-00540,SKU-APP-9664,运动外套,apparel,e_commerce,south,3,348.99,290.35,2025-05-13T19:00:00Z
CS-00541,SKU-ELE-6306,智能手表,electronics,e_commerce,west,2,149.48,91.91,2025-08-06T11:00:00Z
CS-00542,SKU-APP-6978,针织毛衣,apparel,retail_store,south,1,110.05,86.78,2025-05-07T12:00:00Z
CS-00543,SKU-APP-9703,卫衣,apparel,retail_store,east,2,91.46,55.63,2025-03-08T19:00:00Z
CS-00544,SKU-ELE-9339,智能手表,electronics,e_commerce,south,4,429.6,294.55,2025-11-06T18:00:00Z
CS-00545,SKU-HOM-7959,收纳盒,home,e_commerce,south,1,115.32,82.22,2025-03-08T08:00:00Z
CS-00546,SKU-ELE-5411,无线耳机,electronics,retail_store,north,2,128.3,82.13,2025-06-03T09:00:00Z
CS-00547,SKU-APP-3259,纯棉T恤,apparel,e_commerce,north,6,185.76,155.49,2025-08-14T21:00:00Z
CS-00548,SKU-APP-3576,针织毛衣,apparel,e_commerce,north,2,144.54,114.69,2025-06-26T10:00:00Z
CS-00549,SKU-ELE-4095,USB 充电器,electronics,e_commerce,east,4,52.64,31.77,2025-03-22T10:00:00Z
CS-00550,SKU-ELE-8923,蓝牙音箱,electronics,e_commerce,north,3,23.76,15.59,2025-06-12T12:00:00Z
CS-00551,SKU-ELE-8255,机械键盘,electronics,retail_store,north,4,54.04,43.34,2025-10-13T11:00:00Z
CS-00552,SKU-ELE-9754,蓝牙音箱,electronics,e_commerce,,1,53.71,38.43,2025-07-11T14:00:00Z
CS-00553,SKU-APP-8896,卫衣,apparel,retail_store,north,2,142.78,106.95,2025-04-27T17:00:00Z
CS-00554,SKU-ELE-6698,蓝牙音箱,electronics,e_commerce,south,1,65.94,42.53,2025-08-16T18:00:00Z
CS-00555,SKU-ELE-2783,蓝牙音箱,electronics,e_commerce,south,1,48.92,29.36,2025-06-23T20:00:00Z
CS-00556,SKU-APP-8582,纯棉T恤,apparel,catalog,west,6,558.84,372.4,2025-04-12T12:00:00Z
CS-00557,SKU-ELE-2916,机械键盘,electronics,e_commerce,east,2,33.24,22.36,2025-07-24T15:00:00Z
CS-00558,SKU-ELE-3319,USB 充电器,electronics,e_commerce,north,2,84.1,58.48,2025-05-17T10:00:00Z
CS-00559,SKU-APP-9037,卫衣,apparel,retail_store,north,1,84.76,65.45,2025-04-03T17:00:00Z
CS-00560,SKU-APP-5860,卫衣,apparel,e_commerce,north,2,186.78,146.81,2025-04-16T17:00:00Z
CS-00561,SKU-ELE-7680,智能手表,electronics,e_commerce,north,2,170.86,103.68,2025-07-04T08:00:00Z
CS-00562,SKU-ELE-3794,USB 充电器,electronics,e_commerce,north,5,121.95,96.01,2025-05-30T12:00:00Z
CS-00563,SKU-HOM-4102,台灯,home,e_commerce,east,1,112.32,77.89,2025-05-21T17:00:00Z
CS-00564,SKU-APP-1194,针织毛衣,apparel,e_commerce,east,5,313.6,,2025-05-17T19:00:00Z
CS-00565,SKU-APP-6918,卫衣,apparel,e_commerce,west,4,23.56,17.5,2025-09-12T11:00:00Z
CS-00566,SKU-APP-7226,纯棉T恤,apparel,catalog,south,3,144.24,98.61,2025-06-24T16:00:00Z
CS-00567,SKU-APP-9916,卫衣,apparel,retail_store,east,3,220.5,179.1,2025-09-09T11:00:00Z
CS-00568,SKU-ELE-5746,无线耳机,electronics,e_commerce,west,3,221.34,180.04,2025-06-07T19:00:00Z
CS-00569,SKU-APP-3137,运动外套,apparel,e_commerce,south,2,163.22,120.87,2025-08-21T09:00:00Z
CS-00570,SKU-HOM-5238,挂钟,home,e_commerce,west,1,92.22,60.32,2025-04-10T13:00:00Z
CS-00571,SKU-ELE-9966,USB 充电器,electronics,e_commerce,north,2,45.78,35.63,2025-02-09T12:00:00Z
CS-00572,SKU-APP-5547,纯棉T恤,apparel,e_commerce,west,1,33.06,25.83,2025-10-04T15:00:00Z
CS-00573,SKU-HOM-8061,收纳盒,home,e_commerce,north,3,78.96,51.92,2025-09-24T10:00:00Z
CS-00574,SKU-ELE-8116,USB 充电器,electronics,retail_store,north,3,53.22,40.48,2025-12-19T16:00:00Z
CS-00575,SKU-APP-4554,纯棉T恤,apparel,retail_store,east,1,7.28,,2025-01-15T10:00:00Z
CS-00576,SKU-HOM-8582,地毯,home,e_commerce,north,1,47.54,,2025-02-21T12:00:00Z
CS-00577,SKU-ELE-3349,智能手表,electronics,e_commerce,north,3,352.17,282.22,2025-03-04T09:00:00Z
CS-00578,SKU-ELE-9219,蓝牙音箱,electronics,e_commerce,south,3,97.68,62.91,2025-08-19T19:00:00Z
CS-00579,SKU-ELE-6720,USB 充电器,electronics,e_commerce,east,2,65.88,45.66,2025-11-27T20:00:00Z
CS-00580,SKU-HOM-2612,挂钟,home,catalog,south,4,83.68,54.03,2025-11-11T10:00:00Z
CS-00581,SKU-APP-7388,牛仔裤,apparel,e_commerce,west,1,19.58,13.61,2025-11-07T18:00:00Z
CS-00582,SKU-ELE-8239,机械键盘,electronics,retail_store,west,1,40.49,33.01,2025-12-03T18:00:00Z
CS-00583,SKU-HOM-9303,挂钟,home,retail_store,east,3,224.76,164.57,2025-08-28T11:00:00Z
CS-00584,SKU-ELE-7292,无线耳机,electronics,retail_store,south,4,228.0,180.2,2025-07-28T09:00:00Z
CS-00585,SKU-ELE-4354,蓝牙音箱,electronics,e_commerce,east,1,92.07,70.87,2025-01-07T21:00:00Z
CS-00586,SKU-APP-1273,纯棉T恤,apparel,e_commerce,east,5,263.6,193.59,2025-10-03T11:00:00Z
CS-00587,SKU-ELE-6442,智能手表,electronics,retail_store,north,2,57.18,44.52,2025-01-14T16:00:00Z
CS-00588,SKU-APP-9544,运动外套,apparel,retail_store,east,4,224.92,180.05,2025-03-10T13:00:00Z
CS-00589,SKU-HOM-3124,收纳盒,home,e_commerce,east,4,383.64,261.42,2025-10-21T08:00:00Z
CS-00590,SKU-ELE-7593,无线耳机,electronics,retail_store,east,3,221.34,143.52,2025-04-12T10:00:00Z
CS-00591,SKU-ELE-2119,无线耳机,electronics,catalog,,2,179.9,149.37,2025-06-14T11:00:00Z
CS-00592,SKU-HOM-7291,地毯,home,retail_store,east,4,193.6,129.03,2025-01-10T14:00:00Z
CS-00593,SKU-APP-8416,牛仔裤,apparel,catalog,east,3,264.36,219.23,2025-08-16T09:00:00Z
CS-00594,SKU-APP-6891,针织毛衣,apparel,e_commerce,west,5,109.35,84.24,2025-05-22T17:00:00Z
CS-00595,SKU-ELE-2087,蓝牙音箱,electronics,retail_store,south,5,452.9,324.05,2025-04-06T08:00:00Z
CS-00596,SKU-ELE-8867,智能手表,electronics,e_commerce,west,2,223.54,148.51,2025-02-18T08:00:00Z
CS-00597,SKU-ELE-7263,机械键盘,electronics,retail_store,north,4,206.52,157.4,2025-03-08T11:00:00Z
CS-00598,SKU-HOM-6854,台灯,home,e_commerce,west,3,170.52,125.66,2025-02-18T08:00:00Z
CS-00599,SKU-ELE-6048,智能手表,electronics,catalog,east,1,110.71,74.7,2025-05-03T12:00:00Z
CS-00600,SKU-APP-2090,纯棉T恤,apparel,e_commerce,north,3,333.81,277.66,2025-09-24T15:00:00Z
CS-00601,SKU-ELE-8251,蓝牙音箱,electronics,catalog,east,3,72.33,43.92,2025-12-09T08:00:00Z
CS-00602,SKU-ELE-4267,蓝牙音箱,electronics,e_commerce,north,1,44.03,29.22,2025-05-23T17:00:00Z
CS-00603,SKU-APP-6428,牛仔裤,apparel,retail_store,,3,306.9,252.55,2025-07-29T20:00:00Z
CS-00604,SKU-HOM-4641,台灯,home,retail_store,east,5,113.45,68.11,2025-12-29T21:00:00Z
CS-00605,SKU-APP-1744,运动外套,apparel,e_commerce,east,4,380.68,291.33,2025-07-26T10:00:00Z
CS-00606,SKU-ELE-8276,无线耳机,electronics,e_commerce,south,1,34.28,28.63,2025-03-15T14:00:00Z
CS-00607,SKU-APP-9069,牛仔裤,apparel,e_commerce,north,3,104.13,62.78,2025-06-24T16:00:00Z
CS-00608,SKU-ELE-3072,无线耳机,electronics,e_commerce,east,1,20.52,,2025-06-07T09:00:00Z
CS-00609,SKU-APP-3504,牛仔裤,apparel,retail_store,north,1,40.61,26.36,2025-08-27T19:00:00Z
CS-00610,SKU-ELE-6728,蓝牙音箱,electronics,retail_store,west,2,224.32,161.18,2025-03-13T12:00:00Z
CS-00611,SKU-APP-5331,运动外套,apparel,catalog,east,1,27.78,20.18,2025-08-17T09:00:00Z
CS-00612,SKU-APP-4433,卫衣,apparel,e_commerce,north,3,159.45,118.05,2025-08-12T15:00:00Z
CS-00613,SKU-HOM-6748,保温杯,home,retail_store,east,1,106.42,85.27,2025-07-13T14:00:00Z
CS-00614,SKU-HOM-4211,挂钟,home,e_commerce,west,4,146.76,120.65,2025-07-13T15:00:00Z
CS-00615,SKU-ELE-8623,蓝牙音箱,electronics,retail_store,south,4,45.76,35.57,2025-01-28T16:00:00Z
CS-00616,SKU-HOM-2735,保温杯,home,retail_store,north,4,312.52,213.97,2025-06-19T19:00:00Z
CS-00617,SKU-HOM-6361,收纳盒,home,e_commerce,east,5,185.75,136.99,2025-09-08T19:00:00Z
CS-00618,SKU-ELE-4702,USB 充电器,electronics,e_commerce,south,3,354.36,234.12,2025-06-15T12:00:00Z
CS-00619,SKU-APP-2986,牛仔裤,apparel,e_commerce,north,1,48.42,,2025-01-20T18:00:00Z
CS-00620,SKU-APP-8271,针织毛衣,apparel,e_commerce,north,1,84.52,71.68,2025-09-26T10:00:00Z
CS-00621,SKU-APP-3199,针织毛衣,apparel,e_commerce,south,2,145.62,112.17,2025-12-15T11:00:00Z
CS-00622,SKU-APP-3382,纯棉T恤,apparel,retail_store,east,4,114.28,75.33,2025-08-13T11:00:00Z
CS-00623,SKU-HOM-8890,保温杯,home,retail_store,north,2,194.56,130.94,2025-03-24T21:00:00Z
CS-00624,SKU-ELE-4838,蓝牙音箱,electronics,e_commerce,north,5,487.35,396.51,2025-04-12T08:00:00Z
CS-00625,SKU-HOM-3092,收纳盒,home,catalog,east,1,90.88,67.93,2025-08-21T08:00:00Z
CS-00626,SKU-ELE-7932,机械键盘,electronics,e_commerce,east,1,78.47,61.28,2025-06-30T13:00:00Z
CS-00627,SKU-APP-3852,牛仔裤,apparel,catalog,west,1,20.19,16.03,2025-07-11T11:00:00Z
CS-00628,SKU-HOM-7922,收纳盒,home,e_commerce,west,2,134.22,112.07,2025-04-08T21:00:00Z
CS-00629,SKU-ELE-4460,蓝牙音箱,electronics,retail_store,south,1,84.96,66.47,2025-08-17T21:00:00Z
CS-00630,SKU-ELE-9165,智能手表,electronics,e_commerce,north,1,44.11,32.33,2025-10-17T09:00:00Z
CS-00631,SKU-APP-3334,卫衣,apparel,catalog,south,1,57.99,43.03,2025-12-31T13:00:00Z
CS-00632,SKU-APP-1671,针织毛衣,apparel,retail_store,south,4,347.88,294.21,2025-07-12T15:00:00Z
CS-00633,SKU-HOM-6797,收纳盒,home,e_commerce,west,4,193.52,,2025-09-09T09:00:00Z
CS-00634,SKU-ELE-9983,USB 充电器,electronics,e_commerce,west,1,11.03,8.98,2025-11-05T08:00:00Z
CS-00635,SKU-HOM-8230,收纳盒,home,e_commerce,south,1,17.57,13.13,2025-06-19T14:00:00Z
CS-00636,SKU-APP-2275,纯棉T恤,apparel,e_commerce,east,4,249.48,179.44,2025-03-11T12:00:00Z
CS-00637,SKU-HOM-7042,保温杯,home,retail_store,south,1,81.93,62.75,2025-11-19T08:00:00Z
CS-00638,SKU-APP-2779,纯棉T恤,apparel,e_commerce,north,1,8.79,5.89,2025-02-23T21:00:00Z
CS-00639,SKU-ELE-5916,无线耳机,electronics,e_commerce,west,2,144.36,94.45,2025-02-25T18:00:00Z
CS-00640,SKU-APP-2868,针织毛衣,apparel,catalog,north,1,22.2,16.84,2025-08-11T20:00:00Z
CS-00641,SKU-ELE-2293,机械键盘,electronics,catalog,south,1,83.13,,2025-09-27T16:00:00Z
CS-00642,SKU-HOM-3991,保温杯,home,retail_store,west,3,242.58,153.19,2025-05-24T15:00:00Z
CS-00643,SKU-ELE-9955,智能手表,electronics,e_commerce,south,2,14.9,12.08,2025-05-01T13:00:00Z
CS-00644,SKU-ELE-1645,智能手表,electronics,e_commerce,west,2,135.34,90.96,2025-11-13T10:00:00Z
CS-00645,SKU-ELE-1319,无线耳机,electronics,catalog,north,1,29.9,23.28,2025-09-10T12:00:00Z
CS-00646,SKU-APP-4997,运动外套,apparel,e_commerce,east,4,86.28,,2025-09-26T16:00:00Z
CS-00647,SKU-ELE-2617,蓝牙音箱,electronics,retail_store,north,1,47.28,36.88,2025-08-11T15:00:00Z
CS-00648,SKU-HOM-9906,保温杯,home,retail_store,,6,189.6,,2025-07-27T15:00:00Z
CS-00649,SKU-APP-3474,纯棉T恤,apparel,retail_store,north,1,112.57,87.9,2025-10-21T08:00:00Z
CS-00650,SKU-ELE-3300,无线耳机,electronics,retail_store,,3,283.62,189.1,2025-02-26T20:00:00Z
CS-00651,SKU-ELE-8697,USB 充电器,electronics,retail_store,south,6,640.44,,2025-12-27T14:00:00Z
CS-00652,SKU-ELE-7052,智能手表,electronics,e_commerce,north,5,75.95,64.18,2025-04-01T15:00:00Z
CS-00653,SKU-APP-7882,卫衣,apparel,e_commerce,,2,152.66,126.34,2025-05-17T14:00:00Z
CS-00654,SKU-APP-6687,纯棉T恤,apparel,e_commerce,north,1,6.96,4.95,2025-06-28T09:00:00Z
CS-00655,SKU-APP-3320,运动外套,apparel,e_commerce,north,2,141.92,113.02,2025-04-12T11:00:00Z
CS-00656,SKU-HOM-2619,地毯,home,retail_store,west,3,35.46,27.88,2025-02-20T18:00:00Z
CS-00657,SKU-HOM-7862,地毯,home,retail_store,east,2,26.42,19.38,2025-12-26T15:00:00Z
CS-00658,SKU-APP-4783,卫衣,apparel,e_commerce,south,1,12.6,,2025-11-26T17:00:00Z
CS-00659,SKU-APP-6258,纯棉T恤,apparel,retail_store,north,4,445.08,353.5,2025-08-06T16:00:00Z
CS-00660,SKU-HOM-3909,保温杯,home,e_commerce,north,3,93.33,65.55,2025-09-24T15:00:00Z
CS-00661,SKU-HOM-9415,挂钟,home,catalog,east,1,74.17,54.57,2025-11-16T21:00:00Z
CS-00662,SKU-ELE-6648,无线耳机,electronics,e_commerce,east,1,90.01,72.11,2025-12-28T15:00:00Z
CS-00663,SKU-ELE-6749,智能手表,electronics,catalog,east,4,163.64,120.4,2025-06-06T17:00:00Z
CS-00664,SKU-APP-7242,针织毛衣,apparel,retail_store,east,1,88.44,70.69,2025-03-25T11:00:00Z
CS-00665,SKU-ELE-1607,智能手表,electronics,e_commerce,west,1,16.59,10.72,2025-03-25T20:00:00Z
CS-00666,SKU-APP-2449,牛仔裤,apparel,retail_store,east,2,173.26,143.32,2025-02-11T09:00:00Z
CS-00667,SKU-ELE-4355,智能手表,electronics,catalog,north,4,279.32,174.12,2025-09-18T17:00:00Z
CS-00668,SKU-ELE-7991,无线耳机,electronics,e_commerce,south,3,183.69,,2025-08-04T13:00:00Z
CS-00669,SKU-ELE-2243,无线耳机,electronics,retail_store,south,1,95.0,,2025-09-20T18:00:00Z
CS-00670,SKU-APP-8971,针织毛衣,apparel,e_commerce,north,4,427.92,328.26,2025-09-04T18:00:00Z
CS-00671,SKU-ELE-2059,蓝牙音箱,electronics,e_commerce,south,4,357.12,226.25,2025-07-23T16:00:00Z
CS-00672,SKU-HOM-7940,地毯,home,e_commerce,east,2,100.56,68.09,2025-03-10T14:00:00Z
CS-00673,SKU-ELE-7628,无线耳机,electronics,e_commerce,west,4,174.6,112.56,2025-09-20T16:00:00Z
CS-00674,SKU-ELE-1554,蓝牙音箱,electronics,e_commerce,north,1,15.7,10.55,2025-09-17T20:00:00Z
CS-00675,SKU-APP-4419,牛仔裤,apparel,retail_store,east,1,15.96,9.65,2025-04-28T15:00:00Z
CS-00676,SKU-ELE-8055,USB 充电器,electronics,e_commerce,south,3,255.06,202.35,2025-03-26T20:00:00Z
CS-00677,SKU-ELE-7446,USB 充电器,electronics,e_commerce,west,4,167.12,124.02,2025-11-07T18:00:00Z
CS-00678,SKU-ELE-2319,机械键盘,electronics,e_commerce,west,2,112.88,73.43,2025-02-03T14:00:00Z
CS-00679,SKU-HOM-2925,挂钟,home,e_commerce,west,6,206.46,144.8,2025-09-12T17:00:00Z
CS-00680,SKU-ELE-7989,智能手表,electronics,retail_store,north,1,10.64,8.51,2025-05-20T18:00:00Z
CS-00681,SKU-APP-5481,卫衣,apparel,catalog,north,4,185.64,125.98,2025-07-14T14:00:00Z
CS-00682,SKU-APP-8232,牛仔裤,apparel,e_commerce,west,1,84.61,68.13,2025-03-14T16:00:00Z
CS-00683,SKU-ELE-3047,机械键盘,electronics,retail_store,north,6,171.66,139.54,2025-06-24T18:00:00Z
CS-00684,SKU-APP-4560,牛仔裤,apparel,e_commerce,west,2,232.98,192.03,2025-07-15T13:00:00Z
CS-00685,SKU-ELE-7041,智能手表,electronics,e_commerce,west,3,56.04,,2025-06-02T11:00:00Z
CS-00686,SKU-HOM-6341,收纳盒,home,retail_store,west,1,74.22,59.61,2025-07-21T14:00:00Z
CS-00687,SKU-ELE-9626,智能手表,electronics,e_commerce,west,4,70.56,47.23,2025-01-15T10:00:00Z
CS-00688,SKU-APP-3163,运动外套,apparel,retail_store,east,1,111.49,83.04,2025-11-23T13:00:00Z
CS-00689,SKU-HOM-7583,地毯,home,e_commerce,north,1,68.54,50.82,2025-12-23T08:00:00Z
CS-00690,SKU-APP-4848,针织毛衣,apparel,catalog,south,2,27.06,21.67,2025-12-12T08:00:00Z
CS-00691,SKU-HOM-2960,保温杯,home,e_commerce,north,1,36.35,23.37,2025-08-30T10:00:00Z
CS-00692,SKU-ELE-1192,USB 充电器,electronics,e_commerce,north,1,28.61,24.12,2025-11-13T19:00:00Z
CS-00693,SKU-ELE-1618,智能手表,electronics,e_commerce,south,1,48.55,31.97,2025-01-11T11:00:00Z
CS-00694,SKU-ELE-3897,机械键盘,electronics,retail_store,east,2,131.64,90.68,2025-12-21T21:00:00Z
CS-00695,SKU-APP-9712,牛仔裤,apparel,retail_store,east,1,71.31,48.04,2025-12-27T08:00:00Z
CS-00696,SKU-APP-6548,针织毛衣,apparel,e_commerce,north,2,12.26,7.85,2025-02-28T11:00:00Z
CS-00697,SKU-APP-6265,运动外套,apparel,e_commerce,north,6,114.06,69.87,2025-08-24T12:00:00Z
CS-00698,SKU-ELE-7937,无线耳机,electronics,e_commerce,east,1,35.77,30.38,2025-09-13T21:00:00Z
CS-00699,SKU-ELE-3185,USB 充电器,electronics,e_commerce,south,2,21.04,17.63,2025-08-13T15:00:00Z
CS-00700,SKU-APP-9643,运动外套,apparel,e_commerce,south,2,207.12,175.28,2025-04-27T20:00:00Z
CS-00701,SKU-ELE-6149,机械键盘,electronics,retail_store,west,3,226.59,,2025-04-05T19:00:00Z
CS-00702,SKU-HOM-3712,地毯,home,e_commerce,west,2,12.5,7.71,2025-01-15T08:00:00Z
CS-00703,SKU-HOM-2996,收纳盒,home,e_commerce,south,1,100.68,62.61,2025-01-07T14:00:00Z
CS-00704,SKU-HOM-8509,保温杯,home,retail_store,north,2,108.34,80.84,2025-07-09T09:00:00Z
CS-00705,SKU-APP-8610,针织毛衣,apparel,e_commerce,,4,242.36,202.89,2025-02-08T14:00:00Z
CS-00706,SKU-ELE-9677,USB 充电器,electronics,e_commerce,east,1,74.66,55.81,2025-02-17T08:00:00Z
CS-00707,SKU-ELE-1058,USB 充电器,electronics,retail_store,east,2,48.34,38.97,2025-01-28T13:00:00Z
CS-00708,SKU-HOM-1097,挂钟,home,retail_store,south,1,69.45,57.68,2025-08-27T12:00:00Z
CS-00709,SKU-ELE-9950,智能手表,electronics,e_commerce,west,4,71.92,55.99,2025-01-14T20:00:00Z
CS-00710,SKU-ELE-9408,无线耳机,electronics,e_commerce,east,5,96.25,66.68,2025-09-17T19:00:00Z
CS-00711,SKU-APP-3467,卫衣,apparel,retail_store,east,1,45.57,27.91,2025-04-23T17:00:00Z
CS-00712,SKU-HOM-7388,挂钟,home,retail_store,south,1,29.87,22.81,2025-04-20T20:00:00Z
CS-00713,SKU-HOM-7726,收纳盒,home,e_commerce,east,4,221.44,154.44,2025-06-06T13:00:00Z
CS-00714,SKU-APP-8273,运动外套,apparel,e_commerce,south,5,431.6,275.92,2025-08-03T11:00:00Z
CS-00715,SKU-APP-1093,卫衣,apparel,e_commerce,,1,68.98,48.36,2025-10-01T18:00:00Z
CS-00716,SKU-ELE-9348,无线耳机,electronics,e_commerce,west,1,6.95,5.13,2025-03-25T21:00:00Z
